filename,width,height,class,xmin,ymin,xmax,ymax
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,O,499,101,519,133
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,G,67,148,85,178
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,O,227,147,245,178
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,P,283,146,301,177
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,I,310,147,329,177
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,N,528,149,545,178
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,H,38,193,56,224
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,O,63,191,82,225
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,L,90,194,109,226
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,E,116,192,135,226
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,S,142,194,163,225
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,W,392,192,413,226
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,A,62,239,80,271
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,C,114,239,132,270
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,E,167,241,187,273
IMG20230421123232_jpg.rf.0d76dd892e5696fbbd697b8d4249d957.jpg,640,288,S,222,241,244,276
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,F,96,76,152,191
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,L,159,66,215,178
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,T,222,49,282,161
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,R,282,39,340,148
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,S,50,231,105,343
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,H,114,218,170,338
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,E,182,204,237,324
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,S,3,379,64,500
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,H,67,371,123,494
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,Q,128,365,188,472
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,E,147,508,200,617
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,L,211,496,271,603
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,H,347,26,405,130
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,M,279,469,335,582
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,E,196,347,249,450
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,L,301,182,353,282
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,E,264,327,316,436
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,O,341,454,405,560
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,O,359,163,415,270
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,S,458,8,505,112
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,O,418,155,474,262
2731_jpg.rf.0624d1e0e46111a03ff5ee207784266f.jpg,640,640,D,371,293,432,406
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,F,33,187,93,302
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,S,44,345,105,460
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,S,179,169,235,276
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,E,123,493,189,603
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,L,196,471,260,592
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,L,187,314,245,417
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,H,242,160,294,269
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,O,258,300,319,398
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,O,332,429,395,541
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,M,268,446,323,559
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,A,305,148,360,258
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,S,367,140,417,255
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,R,324,283,379,387
3035_jpg.rf.0dbc557447e60bb70ab26733776dbd62.jpg,640,640,S,382,268,442,383
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,A,60,42,105,101
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,B,119,42,165,101
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,C,180,39,221,101
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,D,241,38,279,102
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,E,301,42,342,101
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,F,362,41,398,100
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,G,420,42,458,101
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,H,480,40,516,102
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,I,539,41,577,99
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,J,64,160,100,219
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,K,121,159,165,218
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,L,179,159,223,218
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,M,241,158,282,219
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,N,302,157,341,216
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,O,360,156,401,221
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,P,420,158,462,216
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,Q,478,157,519,215
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,R,539,159,577,214
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,S,89,276,131,334
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,T,147,276,191,334
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,U,208,276,249,332
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,V,268,275,304,329
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,W,329,273,370,331
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,X,386,275,428,334
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,Y,444,276,486,334
db3_jpg.rf.0b968438b24679658d7f70d191f371ab.jpg,640,512,Z,513,275,552,334
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,V,216,195,280,321
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,E,292,181,359,310
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,B,121,32,185,158
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,A,199,26,266,158
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,C,280,14,346,130
869_jpg.rf.110e56e5eefa62f5da864a5c2e7b5e5c.jpg,640,640,K,358,5,430,126
1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,640,640,L,62,240,157,370
1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,640,640,Q,128,422,223,565
1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,640,640,X,152,173,252,311
1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,640,640,N,305,296,386,448
1092_jpg.rf.0dc42a5fe534f209ad4714f87f55e413.jpg,640,640,G,383,249,489,415
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,S,66,485,139,640
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,H,143,480,219,630
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,H,21,55,81,167
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,E,85,42,138,155
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,V,204,10,262,122
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,E,228,464,301,613
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,A,268,9,315,116
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,R,328,4,384,108
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,C,219,279,285,397
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,H,293,274,351,395
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,A,355,263,416,390
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,G,444,12,488,98
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,P,425,250,492,382
3831_jpg.rf.1103f261b9c0e977886e8d544f6642cd.jpg,640,640,Q,455,404,521,542
1520_jpg.rf.0bf4c23918e5e06642b256d0d67bde26.jpg,640,640,V,345,42,409,182
1520_jpg.rf.0bf4c23918e5e06642b256d0d67bde26.jpg,640,640,O,415,42,487,171
1520_jpg.rf.0bf4c23918e5e06642b256d0d67bde26.jpg,640,640,Q,491,37,555,172
1520_jpg.rf.0bf4c23918e5e06642b256d0d67bde26.jpg,640,640,Q,559,34,632,169
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,R,42,49,98,169
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,A,31,342,92,469
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,G,178,29,234,142
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,P,97,323,173,464
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,Q,112,510,185,640
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,O,241,26,296,124
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,N,302,12,360,118
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,T,195,488,271,640
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,S,193,303,259,432
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,E,267,287,331,422
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,R,278,456,350,611
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,S,367,432,428,579
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,E,363,15,416,116
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,Q,338,274,407,403
3853_jpg.rf.10f156b19d0d36f4fed53d71a23e31ed.jpg,640,640,X,436,410,503,546
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,H,40,506,110,639
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,E,10,72,53,168
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,V,123,19,181,131
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,E,116,499,189,640
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,A,189,22,236,128
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,R,247,3,303,121
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,H,197,299,266,432
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,A,276,282,337,409
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,G,377,5,424,105
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,P,339,271,406,403
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,Q,357,429,429,567
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,O,427,4,471,102
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,N,474,3,520,101
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,C,112,305,184,441
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,T,435,415,505,562
3838_jpg.rf.0f245ce7f2b3458c36c36a010cce60af.jpg,640,640,S,409,256,475,385
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,I,0,68,70,203
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,D,64,51,128,178
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,I,4,399,67,548
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,N,73,373,154,523
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,G,156,351,234,486
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,V,311,303,380,421
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,E,280,25,340,135
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,L,341,17,404,121
3520_jpg.rf.081880afb74df6f70e61047e15a5a7fa.jpg,640,640,E,381,288,448,415
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,V,192,115,258,250
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,O,256,104,329,248
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,Q,332,94,399,234
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,Q,401,83,473,216
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,I,474,77,537,206
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,E,549,66,612,204
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,S,203,280,267,426
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,H,275,280,341,424
1593_jpg.rf.0673229c3ecc26813c498e42016f65b5.jpg,640,640,E,346,267,418,408
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,L,48,82,108,185
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,O,107,75,165,176
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,O,174,61,234,167
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,E,1,233,56,356
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,D,116,203,177,315
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,A,189,200,241,309
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,X,253,185,311,298
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,R,315,180,368,293
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,O,56,368,120,489
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,S,194,343,258,456
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,R,205,497,266,613
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,A,272,477,327,592
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,O,268,324,328,433
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,I,340,450,396,574
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,D,400,440,458,561
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,G,380,305,440,420
2998_jpg.rf.0bf9ab921ba304f745786ec28b2c96b6.jpg,640,640,O,427,171,483,271
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,G,0,58,58,173
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,H,58,37,119,158
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,S,129,17,193,146
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,Z,204,7,268,125
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,R,396,6,445,106
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,N,63,347,141,490
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,E,152,328,222,463
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,W,239,304,303,425
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,S,310,289,368,402
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,R,95,530,156,640
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,G,253,475,317,613
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,O,322,454,385,583
3459_jpg.rf.1304a83f059e284068f0097890bb429a.jpg,640,640,N,394,413,449,548
1351_jpg.rf.1306aa0b988a66b8a55a69c8a9a57cc7.jpg,640,640,D,37,119,115,272
1351_jpg.rf.1306aa0b988a66b8a55a69c8a9a57cc7.jpg,640,640,S,209,82,281,215
1351_jpg.rf.1306aa0b988a66b8a55a69c8a9a57cc7.jpg,640,640,E,67,313,143,462
1351_jpg.rf.1306aa0b988a66b8a55a69c8a9a57cc7.jpg,640,640,N,156,277,232,433
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,V,192,123,258,258
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,O,256,113,329,257
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,Q,332,102,399,242
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,Q,401,89,473,222
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,I,474,84,537,213
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,E,549,71,612,209
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,S,203,286,267,430
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,H,275,284,341,428
1594_jpg.rf.13cc2441c83d0490ff7f964797e77ab8.jpg,640,640,E,348,269,420,410
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,L,73,346,131,438
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,T,134,324,200,420
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,E,200,308,258,406
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,Z,268,290,320,379
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,B,19,362,69,457
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,D,96,469,152,570
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,O,162,455,218,553
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,V,226,421,279,531
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,N,282,411,335,518
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,S,357,506,412,610
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,H,411,492,461,592
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,Q,242,542,294,640
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,M,103,70,150,165
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,A,163,53,212,151
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,D,222,34,275,137
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,S,390,375,445,467
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,P,442,1,489,76
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,T,386,3,444,81
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,E,278,25,330,125
2327_jpg.rf.0fd2861d1e3fb885090115c88ff7648f.jpg,640,640,Q,465,475,511,561
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,D,76,277,160,449
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,E,0,306,64,458
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,A,279,261,346,391
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,T,263,91,333,215
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,D,287,458,365,618
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,R,343,81,416,214
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,L,359,254,435,383
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,E,380,445,455,606
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,N,463,421,538,587
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,L,440,239,516,365
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,S,416,78,480,211
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,X,480,77,541,190
4053_jpg.rf.0fd63d62d427642ccf2e81802b802bbf.jpg,640,640,Q,173,95,249,239
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,B,5,93,54,202
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,L,46,74,107,178
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,T,100,51,164,161
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,E,164,30,222,157
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,Z,233,19,289,149
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,F,419,4,471,107
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,L,474,4,520,107
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,T,523,3,570,101
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,R,572,7,605,91
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,D,58,211,108,306
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,O,118,192,168,304
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,V,185,175,245,290
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,N,252,167,304,291
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,S,371,148,421,263
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,H,425,139,481,259
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,E,486,132,541,252
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,F,16,362,68,466
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,S,71,339,123,465
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,E,136,333,189,451
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,Q,198,322,258,438
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,S,325,294,372,404
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,H,381,278,433,398
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,S,82,489,134,604
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,O,143,477,198,595
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,L,211,468,271,583
2695_jpg.rf.0f033b5fea31927351377ff92aba2ab1.jpg,640,640,D,274,446,334,564
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,T,436,8,454,37
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,S,508,11,526,38
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,C,578,13,595,40
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,R,624,14,640,42
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,I,171,40,190,68
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,C,220,42,239,71
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,T,268,45,287,73
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,X,388,47,407,76
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,I,485,48,503,76
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,C,531,49,551,77
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,T,579,52,598,79
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,H,143,81,163,111
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,Y,243,85,262,114
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,M,556,91,574,119
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,P,581,93,598,120
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,B,193,122,212,151
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,T,266,125,284,153
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,F,315,125,334,153
IMG20230422143128_jpg.rf.1528a3bc2f5fdc257b19228e3a56e82d.jpg,640,288,E,386,127,405,154
